time,ax,ay,az,aT
2.620000,0.8549,-4.4915,-0.3260,4.584
2.625000,0.8299,-4.1488,-0.3740,4.247
2.630000,0.8388,-3.7958,-0.3669,3.905
2.647000,0.8837,-3.5112,-0.4146,3.644
2.648000,0.8637,-3.2817,-0.6397,3.453
2.649000,0.9770,-3.1369,-0.5834,3.337
2.650000,1.1002,-2.9571,-0.3156,3.171
2.655000,1.1002,-2.6131,-0.2331,2.845
2.660000,0.9012,-2.2448,-0.3622,2.446
2.665000,0.7509,-1.8943,-0.4088,2.078
2.671000,0.6357,-1.5568,-0.3676,1.721
2.676000,0.4162,-1.2250,-0.4276,1.363
2.680000,0.2634,-1.0103,-0.3430,1.099
2.686000,0.1236,-0.7954,-0.1519,0.819
2.689000,-0.1079,-0.6269,-0.1236,0.648
2.695000,-0.3689,-0.6077,-0.1722,0.731
2.701000,-0.5675,-0.6871,-0.2158,0.917
2.706000,-0.8291,-0.8697,-0.1679,1.213
2.710000,-0.9870,-1.0251,-0.1658,1.433
2.715000,-1.1956,-1.0720,-0.1787,1.616
2.721000,-1.5591,-0.9985,-0.2389,1.867
2.726000,-1.9833,-0.7797,-0.5059,2.190
2.731000,-2.1171,-0.5835,-0.5950,2.275
2.736000,-1.9695,-0.5271,-0.4351,2.085
2.741000,-1.6142,-0.3917,-0.3916,1.707
